,gvkey,splticrm,datadate,busdesc,ggroup,gsector,conm,tic
9694,8692,A-,09/30/1991,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9695,8692,A-,10/31/1991,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9696,8692,A-,11/30/1991,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9697,8692,A-,12/31/1991,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9698,8692,A-,01/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9699,8692,A-,02/29/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9700,8692,A-,03/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9701,8692,A-,04/30/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9702,8692,A-,05/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9703,8692,A-,06/30/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9704,8692,A-,07/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9705,8692,A-,08/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9706,8692,A-,09/30/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9707,8692,A-,10/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9708,8692,A-,11/30/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9709,8692,A-,12/31/1992,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9710,8692,A-,01/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9711,8692,A-,02/28/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9712,8692,A-,03/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9713,8692,A-,04/30/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9714,8692,A-,05/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9715,8692,A-,06/30/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9716,8692,A-,07/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9717,8692,A-,08/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9718,8692,A-,09/30/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9719,8692,A-,10/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9720,8692,A-,11/30/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9721,8692,A-,12/31/1993,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9722,8692,A-,01/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9723,8692,A-,02/28/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9724,8692,A-,03/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9725,8692,A-,04/30/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9726,8692,A-,05/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9727,8692,A-,06/30/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9728,8692,A-,07/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9729,8692,A-,08/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9730,8692,A-,09/30/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9731,8692,A-,10/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9732,8692,A-,11/30/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9733,8692,A-,12/31/1994,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9734,8692,A-,01/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9735,8692,A-,02/28/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9736,8692,A-,03/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9737,8692,A-,04/30/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9738,8692,A-,05/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9739,8692,A-,06/30/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9740,8692,A-,07/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9741,8692,A-,08/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9742,8692,A-,09/30/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9743,8692,A-,10/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9744,8692,A-,11/30/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9745,8692,A-,12/31/1995,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9746,8692,A-,01/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9747,8692,A-,02/29/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9748,8692,A-,03/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9749,8692,A-,04/30/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9750,8692,A-,05/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9751,8692,A-,06/30/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9752,8692,A-,07/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9753,8692,A-,08/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9754,8692,A-,09/30/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9755,8692,A-,10/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9756,8692,A-,11/30/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9757,8692,A-,12/31/1996,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9758,8692,A-,01/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9759,8692,A-,02/28/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9760,8692,A-,03/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9761,8692,A-,04/30/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9762,8692,A-,05/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9763,8692,A-,06/30/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9764,8692,A-,07/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9765,8692,A-,08/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9766,8692,A-,09/30/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9767,8692,A-,10/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9768,8692,A-,11/30/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9769,8692,A-,12/31/1997,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9770,8692,A-,01/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9771,8692,A-,02/28/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9772,8692,A-,03/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9773,8692,A-,04/30/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9774,8692,A-,05/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9775,8692,A-,06/30/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9776,8692,A-,07/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9777,8692,A-,08/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9778,8692,A-,09/30/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9779,8692,A-,10/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9780,8692,A-,11/30/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9781,8692,A-,12/31/1998,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9782,8692,A-,01/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9783,8692,A-,02/28/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9784,8692,BBB+,03/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9785,8692,BBB+,04/30/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9786,8692,BBB+,05/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9787,8692,BBB+,06/30/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9788,8692,BBB+,07/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9789,8692,BBB+,08/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9790,8692,BBB+,09/30/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9791,8692,BBB+,10/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9792,8692,BBB+,11/30/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9793,8692,BBB+,12/31/1999,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9794,8692,BBB+,01/31/2000,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9795,8692,BBB+,02/29/2000,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9796,8692,BBB+,03/31/2000,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
9797,8692,BBB+,04/30/2000,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi.",6010,60,POTLATCHDELTIC CORP,PCH
